Date,Rate
17-Dec-20,73.54
18-Dec-20,73.52
19-Dec-20,73.60
20-Dec-20,73.60
21-Dec-20,74.00
22-Dec-20,73.88
23-Dec-20,73.79
24-Dec-20,73.51
28-Dec-20,73.49
29-Dec-20,73.35
30-Dec-20,73.18
31-Dec-20,73.01
01-Jan-21,73.09
02-Jan-21,73.09
03-Jan-21,73.09
04-Jan-21,73.09
05-Jan-21,73.16
06-Jan-21,73.16
07-Jan-21,73.42
08-Jan-21,73.32
09-Jan-21,73.37
10-Jan-21,73.37
11-Jan-21,73.50
12-Jan-21,73.26
13-Jan-21,73.07
14-Jan-21,73.08
15-Jan-21,73.16
